COUNTRY;REGION;Fecha;cum_pos_pcr;cum_pos_zero;cum_pos_ag;cum_pos_total;cum_total_muestras
PE;AMAZONAS;2020-04-08;2;9;;11;
PE;AMAZONAS;2020-04-09;2;9;;11;
PE;AMAZONAS;2020-04-10;4;9;;13;
PE;AMAZONAS;2020-04-11;4;15;;19;
PE;AMAZONAS;2020-04-12;4;15;;19;
PE;AMAZONAS;2020-04-13;8;15;;23;
PE;AMAZONAS;2020-04-14;10;13;;23;
PE;AMAZONAS;2020-04-15;17;6;;23;
PE;AMAZONAS;2020-04-16;17;6;;23;
PE;AMAZONAS;2020-04-17;17;29;;46;
PE;AMAZONAS;2020-04-18;17;34;;51;
PE;AMAZONAS;2020-04-19;17;34;;51;
PE;AMAZONAS;2020-04-20;17;38;;55;335
PE;AMAZONAS;2020-04-21;17;41;;58;699
PE;AMAZONAS;2020-04-22;17;43;;60;705
PE;AMAZONAS;2020-04-23;17;47;;64;1215
PE;AMAZONAS;2020-04-24;17;48;;65;1324
PE;AMAZONAS;2020-04-25;17;50;;67;1333
PE;AMAZONAS;2020-04-26;21;57;;78;1405
PE;AMAZONAS;2020-04-27;21;63;;84;1593
PE;AMAZONAS;2020-04-28;21;87;;108;1852
PE;AMAZONAS;2020-04-29;21;98;;119;2052
PE;AMAZONAS;2020-04-30;22;100;;122;2278
PE;AMAZONAS;2020-05-01;23;106;;129;2497
PE;AMAZONAS;2020-05-02;23;113;;136;2553
PE;AMAZONAS;2020-05-03;23;132;;155;3064
PE;AMAZONAS;2020-05-04;23;141;;164;3116
PE;AMAZONAS;2020-05-05;23;147;;170;3203
PE;AMAZONAS;2020-05-06;23;153;;176;3403
PE;AMAZONAS;2020-05-07;23;163;;186;3533
PE;AMAZONAS;2020-05-08;30;177;;207;3968
PE;AMAZONAS;2020-05-09;30;191;;221;4040
PE;AMAZONAS;2020-05-10;39;198;;237;4117
PE;AMAZONAS;2020-05-11;39;203;;242;4151
PE;AMAZONAS;2020-05-12;42;207;;249;4238
PE;AMAZONAS;2020-05-13;42;217;;259;4398
PE;AMAZONAS;2020-05-14;42;227;;269;4519
PE;AMAZONAS;2020-05-15;44;226;;270;4535
PE;AMAZONAS;2020-05-16;44;226;;270;4664
PE;AMAZONAS;2020-05-17;85;226;;311;4718
PE;AMAZONAS;2020-05-18;88;229;;317;4741
PE;AMAZONAS;2020-05-19;88;237;;325;4793
PE;AMAZONAS;2020-05-20;92;257;;349;4959
PE;AMAZONAS;2020-05-21;94;277;;371;5052
PE;AMAZONAS;2020-05-22;96;303;;399;5142
PE;AMAZONAS;2020-05-23;113;324;;437;5357
PE;AMAZONAS;2020-05-24;114;337;;451;5601
PE;AMAZONAS;2020-05-25;115;345;;460;5729
PE;AMAZONAS;2020-05-26;115;396;;511;5995
PE;AMAZONAS;2020-05-27;114;419;;533;6367
PE;AMAZONAS;2020-05-28;118;428;;546;6564
PE;AMAZONAS;2020-05-29;118;445;;563;6725
PE;AMAZONAS;2020-05-30;121;461;;582;7072
PE;AMAZONAS;2020-05-31;133;472;;605;7464
PE;AMAZONAS;2020-06-01;133;475;;608;7558
PE;AMAZONAS;2020-06-02;137;500;;637;8006
PE;AMAZONAS;2020-06-03;137;517;;654;8176
PE;AMAZONAS;2020-06-04;139;541;;680;8476
PE;AMAZONAS;2020-06-05;149;583;;732;8594
PE;AMAZONAS;2020-06-06;150;608;;758;8818
PE;AMAZONAS;2020-06-07;150;621;;771;8992
PE;AMAZONAS;2020-06-08;150;673;;823;9137
PE;AMAZONAS;2020-06-09;150;723;;873;9315
PE;AMAZONAS;2020-06-10;150;776;;926;9769
PE;AMAZONAS;2020-06-11;150;845;;995;10183
PE;AMAZONAS;2020-06-12;150;883;;1033;10588
PE;AMAZONAS;2020-06-13;164;938;;1102;10875
PE;AMAZONAS;2020-06-14;175;995;;1170;11237
PE;AMAZONAS;2020-06-15;175;1004;;1179;11489
PE;AMAZONAS;2020-06-16;309;1040;;1349;11945
PE;AMAZONAS;2020-06-17;309;1098;;1407;12288
PE;AMAZONAS;2020-06-18;309;1131;;1440;12553
PE;AMAZONAS;2020-06-19;309;1174;;1483;12877
PE;AMAZONAS;2020-06-20;309;1256;;1565;13160
PE;AMAZONAS;2020-06-21;309;1286;;1595;13462
PE;AMAZONAS;2020-06-22;309;1303;;1612;13614
PE;AMAZONAS;2020-06-23;309;1346;;1655;13836
PE;AMAZONAS;2020-06-24;311;1378;;1689;14054
PE;AMAZONAS;2020-06-25;438;1407;;1845;14528
PE;AMAZONAS;2020-06-26;460;1456;;1916;14814
PE;AMAZONAS;2020-06-27;460;1511;;1971;15020
PE;AMAZONAS;2020-06-28;460;1560;;2020;15273
PE;AMAZONAS;2020-06-29;468;1584;;2052;15423
PE;AMAZONAS;2020-06-30;468;1687;;2155;15579
PE;AMAZONAS;2020-07-01;468;1786;;2254;15941
PE;AMAZONAS;2020-07-02;468;1861;;2329;16352
PE;AMAZONAS;2020-07-03;468;1980;;2448;16854
PE;AMAZONAS;2020-07-04;540;2022;;2562;17404
PE;AMAZONAS;2020-07-05;561;2156;;2717;18193
PE;AMAZONAS;2020-07-06;561;2299;;2860;18680
PE;AMAZONAS;2020-07-07;561;2387;;2948;19172
PE;AMAZONAS;2020-07-08;614;2469;;3083;19794
PE;AMAZONAS;2020-07-09;629;2538;;3167;20365
PE;AMAZONAS;2020-07-10;629;2609;;3238;20791
PE;AMAZONAS;2020-07-11;629;2638;;3267;21190
PE;AMAZONAS;2020-07-12;631;2702;;3333;21743
PE;AMAZONAS;2020-07-13;631;2775;;3406;22158
PE;AMAZONAS;2020-07-14;631;2826;;3457;22504
PE;AMAZONAS;2020-07-15;631;2903;;3534;22839
PE;AMAZONAS;2020-07-16;659;2942;;3601;23373
PE;AMAZONAS;2020-07-17;666;2987;;3653;23627
PE;AMAZONAS;2020-07-18;782;3064;;3846;24269
PE;AMAZONAS;2020-07-19;783;3211;;3994;25188
PE;AMAZONAS;2020-07-20;783;3396;;4179;26297
PE;AMAZONAS;2020-07-21;783;3495;;4278;27160
PE;AMAZONAS;2020-07-22;783;3529;;4312;27458
PE;AMAZONAS;2020-07-23;783;3586;;4369;27845
PE;AMAZONAS;2020-07-24;783;3746;;4529;28602
PE;AMAZONAS;2020-07-25;783;3746;;4529;28602
PE;AMAZONAS;2020-07-26;815;4034;;4849;30028
PE;AMAZONAS;2020-07-27;815;4182;;4997;30466
PE;AMAZONAS;2020-07-28;815;4283;;5098;30940
PE;AMAZONAS;2020-07-29;815;4483;;5298;31690
PE;AMAZONAS;2020-07-30;819;4688;;5507;32381
PE;AMAZONAS;2020-07-31;819;4807;;5626;32907
PE;AMAZONAS;2020-08-01;832;5018;;5850;33916
PE;AMAZONAS;2020-08-02;924;5121;;6045;34800
PE;AMAZONAS;2020-08-03;924;5267;;6191;35209
PE;AMAZONAS;2020-08-04;924;5416;;6340;35544
PE;AMAZONAS;2020-08-05;924;5546;;6470;36000
PE;AMAZONAS;2020-08-06;924;5708;;6632;36537
PE;AMAZONAS;2020-08-07;967;5864;;6831;37226
PE;AMAZONAS;2020-08-08;967;5990;;6957;37729
PE;AMAZONAS;2020-08-09;967;6109;;7076;38258
PE;AMAZONAS;2020-08-10;968;6157;;7125;38430
PE;AMAZONAS;2020-08-11;968;6379;;7347;39261
PE;AMAZONAS;2020-08-12;981;6507;;7488;39880
PE;AMAZONAS;2020-08-13;988;6667;;7655;40602
PE;AMAZONAS;2020-08-14;993;6798;;7791;41221
PE;AMAZONAS;2020-08-15;993;6993;;7986;42052
PE;AMAZONAS;2020-08-16;993;7223;;8216;42761
PE;AMAZONAS;2020-08-17;993;7320;;8313;43077
PE;AMAZONAS;2020-08-18;993;7560;;8553;43558
PE;AMAZONAS;2020-08-19;993;7677;;8670;44357
PE;AMAZONAS;2020-08-20;993;7820;;8813;45019
PE;AMAZONAS;2020-08-21;993;8017;;9010;45644
PE;AMAZONAS;2020-08-22;993;8289;;9282;47045
PE;AMAZONAS;2020-08-23;993;8478;;9471;47995
PE;AMAZONAS;2020-08-24;993;8629;;9622;48417
PE;AMAZONAS;2020-08-25;993;8767;;9760;49017
PE;AMAZONAS;2020-08-26;993;8975;;9968;49918
PE;AMAZONAS;2020-08-27;993;9127;;10120;50579
PE;AMAZONAS;2020-08-28;993;9380;;10373;51633
PE;AMAZONAS;2020-08-29;993;9647;;10640;52513
PE;AMAZONAS;2020-08-30;993;9810;;10803;53226
PE;AMAZONAS;2020-08-31;993;9890;;10883;53617
PE;AMAZONAS;2020-09-01;993;9971;;10964;53813
PE;AMAZONAS;2020-09-02;993;10082;;11075;54254
PE;AMAZONAS;2020-09-03;993;10216;;11209;54932
PE;AMAZONAS;2020-09-04;993;10327;;11320;55491
PE;AMAZONAS;2020-09-05;993;10485;;11478;56441
PE;AMAZONAS;2020-09-06;993;10618;;11611;57494
PE;AMAZONAS;2020-09-07;993;10640;;11633;57550
PE;AMAZONAS;2020-09-08;993;10735;;11728;57877
PE;AMAZONAS;2020-09-09;1024;10915;;11939;58831
PE;AMAZONAS;2020-09-10;1024;11095;;12119;59436
PE;AMAZONAS;2020-09-11;1024;11214;;12238;59843
PE;AMAZONAS;2020-09-12;1024;11243;;12267;60052
PE;AMAZONAS;2020-09-13;1024;11393;;12417;60539
PE;AMAZONAS;2020-09-14;1024;11500;;12524;61003
PE;AMAZONAS;2020-09-15;1024;11590;;12614;61223
PE;AMAZONAS;2020-09-16;1024;11728;;12752;61619
PE;AMAZONAS;2020-09-17;1024;11860;;12884;62055
PE;AMAZONAS;2020-09-18;1024;11963;;12987;62390
PE;AMAZONAS;2020-09-19;1024;12149;;13173;62926
PE;AMAZONAS;2020-09-20;1059;12250;;13309;63845
PE;AMAZONAS;2020-09-21;1059;12250;;13309;63845
PE;AMAZONAS;2020-09-22;1072;12487;;13559;64771
PE;AMAZONAS;2020-09-23;1083;12624;;13707;65313
PE;AMAZONAS;2020-09-24;1127;12816;;13943;66544
PE;AMAZONAS;2020-09-25;1190;13036;;14226;67943
PE;AMAZONAS;2020-09-26;1197;13274;;14471;68620
PE;AMAZONAS;2020-09-27;1205;13400;;14605;69041
PE;AMAZONAS;2020-09-28;1205;13470;;14675;69327
PE;AMAZONAS;2020-09-29;1228;13541;;14769;69658
PE;AMAZONAS;2020-09-30;1228;13576;;14804;69731
PE;AMAZONAS;2020-10-01;1242;13678;;14920;69958
PE;AMAZONAS;2020-10-02;1262;13833;;15095;70270
PE;AMAZONAS;2020-10-03;1266;13923;;15189;70443
PE;AMAZONAS;2020-10-04;1269;14013;;15282;70616
PE;AMAZONAS;2020-10-05;1279;14033;;15312;70769
PE;AMAZONAS;2020-10-06;1280;14096;;15376;70914
PE;AMAZONAS;2020-10-07;1280;14172;;15452;71078
PE;AMAZONAS;2020-10-08;1307;14232;;15539;71280
PE;AMAZONAS;2020-10-09;1322;14280;;15602;71459
PE;AMAZONAS;2020-10-10;1322;14291;;15613;71543
PE;AMAZONAS;2020-10-11;1322;14308;;15630;71671
PE;AMAZONAS;2020-10-12;1322;14320;;15642;71742
PE;AMAZONAS;2020-10-13;1322;14343;;15665;71871
PE;AMAZONAS;2020-10-14;1349;14377;;15726;72110
PE;AMAZONAS;2020-10-15;1349;14414;;15763;72252
PE;AMAZONAS;2020-10-16;1353;14451;;15804;72460
PE;AMAZONAS;2020-10-17;1353;14495;;15848;72666
PE;AMAZONAS;2020-10-18;1353;14529;;15882;73020
PE;AMAZONAS;2020-10-19;1361;14557;;15918;73118
PE;AMAZONAS;2020-10-20;1367;14595;;15962;73256
PE;AMAZONAS;2020-10-21;1388;14647;;16035;73693
PE;AMAZONAS;2020-10-22;1396;14718;;16114;74050
PE;AMAZONAS;2020-10-23;1396;14821;;16217;74288
PE;AMAZONAS;2020-10-24;1401;14907;;16308;74605
PE;AMAZONAS;2020-10-25;1402;14964;;16366;74871
PE;AMAZONAS;2020-10-26;1402;15027;;16429;75108
PE;AMAZONAS;2020-10-27;1405;15056;;16461;75327
PE;AMAZONAS;2020-10-28;1409;15102;;16511;75630
PE;AMAZONAS;2020-10-29;1409;15166;;16575;75843
PE;AMAZONAS;2020-10-30;1409;15238;;16647;76057
PE;AMAZONAS;2020-10-31;1409;15304;;16713;76345
PE;AMAZONAS;2020-11-01;1414;15395;;16809;76595
PE;AMAZONAS;2020-11-02;1414;15442;;16856;76803
PE;AMAZONAS;2020-11-03;1415;15494;;16909;76945
PE;AMAZONAS;2020-11-04;1425;15587;;17012;77204
PE;AMAZONAS;2020-11-05;1435;15731;;17166;77442
PE;AMAZONAS;2020-11-06;1435;15755;;17190;77558
PE;AMAZONAS;2020-11-07;1438;15777;;17215;77731
PE;AMAZONAS;2020-11-08;1441;15812;;17253;77910
PE;AMAZONAS;2020-11-09;1441;15817;;17258;77949
PE;AMAZONAS;2020-11-10;1441;15848;;17289;78101
PE;AMAZONAS;2020-11-11;1454;15870;;17324;78319
PE;AMAZONAS;2020-11-12;1459;15906;;17365;78541
PE;AMAZONAS;2020-11-13;1469;15939;;17408;79034
PE;AMAZONAS;2020-11-14;1470;15959;;17429;79314
PE;AMAZONAS;2020-11-15;1471;15981;;17452;79513
PE;AMAZONAS;2020-11-16;1471;15981;;17452;79536
PE;AMAZONAS;2020-11-17;1472;15997;;17469;79687
PE;AMAZONAS;2020-11-18;1475;16021;;17496;79860
PE;AMAZONAS;2020-11-19;1477;16045;;17522;80032
PE;AMAZONAS;2020-11-20;1500;16135;;17635;80393
PE;AMAZONAS;2020-11-21;1504;16161;;17665;80519
PE;AMAZONAS;2020-11-22;1504;16181;;17685;80600
PE;AMAZONAS;2020-11-23;1504;16185;;17689;80621
PE;AMAZONAS;2020-11-24;1504;16223;;17727;80788
PE;AMAZONAS;2020-11-25;1506;16257;;17763;80933
PE;AMAZONAS;2020-11-26;1507;16291;;17798;81078
PE;AMAZONAS;2020-11-27;1507;16313;;17820;81201
PE;AMAZONAS;2020-11-28;1507;16361;;17868;81372
PE;AMAZONAS;2020-11-29;1536;16416;;17952;81587
PE;AMAZONAS;2020-11-30;1536;16434;;17970;81614
PE;AMAZONAS;2020-12-01;1536;16460;;17996;81679
PE;AMAZONAS;2020-12-02;1536;16517;;18053;81845
PE;AMAZONAS;2020-12-03;1553;16537;;18090;82105
PE;AMAZONAS;2020-12-04;1553;16558;;18111;82229
PE;AMAZONAS;2020-12-05;1553;16578;;18131;82338
PE;AMAZONAS;2020-12-06;1553;16586;;18139;82421
PE;AMAZONAS;2020-12-07;1553;16593;;18146;82448
PE;AMAZONAS;2020-12-08;1562;16599;;18161;82595
PE;AMAZONAS;2020-12-09;1562;16599;;18161;82647
PE;AMAZONAS;2020-12-10;1562;16611;;18173;82742
PE;AMAZONAS;2020-12-11;1562;16618;;18180;82860
PE;AMAZONAS;2020-12-12;1576;16626;;18202;83075
PE;AMAZONAS;2020-12-13;1576;16632;;18208;83122
PE;AMAZONAS;2020-12-14;1576;16643;;18219;83155
PE;AMAZONAS;2020-12-15;1576;16656;;18232;83260
PE;AMAZONAS;2020-12-16;1576;16677;;18253;83371
PE;AMAZONAS;2020-12-17;1592;16685;;18277;83513
PE;AMAZONAS;2020-12-18;1595;16697;;18292;83719
PE;AMAZONAS;2020-12-19;1599;16711;;18310;83796
PE;AMAZONAS;2020-12-20;1599;16723;;18322;83846
PE;AMAZONAS;2020-12-21;1599;16725;;18324;83863
PE;AMAZONAS;2020-12-22;1609;16730;;18339;83973
PE;AMAZONAS;2020-12-23;1615;16732;;18347;84087
PE;AMAZONAS;2020-12-24;1615;16741;;18356;84143
PE;AMAZONAS;2020-12-25;1619;16745;;18364;84173
PE;AMAZONAS;2020-12-26;1619;16745;;18364;84213
PE;AMAZONAS;2020-12-27;1619;16747;;18366;84221
PE;AMAZONAS;2020-12-28;1619;16762;;18381;84236
PE;AMAZONAS;2020-12-29;1624;16790;;18414;84347
PE;AMAZONAS;2020-12-30;1635;16819;;18454;84475
PE;AMAZONAS;2020-12-31;1650;16859;;18509;84640
PE;AMAZONAS;2021-01-01;1650;16896;;18546;84782
PE;AMAZONAS;2021-01-02;1650;16902;;18552;84828
PE;AMAZONAS;2021-01-03;1650;16902;;18552;84842
PE;AMAZONAS;2021-01-04;1650;16907;;18557;84847
PE;AMAZONAS;2021-01-05;1663;16907;;18570;84878
PE;AMAZONAS;2021-01-06;1663;16913;0;18576;84948
PE;AMAZONAS;2021-01-07;1663;16916;0;18579;84955
PE;AMAZONAS;2021-01-08;1711;16923;0;18634;85042
PE;AMAZONAS;2021-01-09;1745;16931;0;18676;85165
PE;AMAZONAS;2021-01-10;1746;16934;0;18680;85193
PE;AMAZONAS;2021-01-11;1746;16935;0;18681;85200
PE;AMAZONAS;2021-01-12;1748;16939;0;18687;85207
PE;AMAZONAS;2021-01-13;1767;16946;20;18733;85307
PE;AMAZONAS;2021-01-14;1788;16972;37;18797;85449
PE;AMAZONAS;2021-01-15;1824;16980;74;18878;85625
PE;AMAZONAS;2021-01-16;1853;16986;79;18918;85759
PE;AMAZONAS;2021-01-17;1910;16993;84;18987;86043
PE;AMAZONAS;2021-01-18;1910;16995;89;18994;86107
PE;AMAZONAS;2021-01-19;1918;17005;89;19012;86170
PE;AMAZONAS;2021-01-20;1918;17032;97;19047;86290
PE;AMAZONAS;2021-01-21;1966;17042;106;19114;86578
PE;AMAZONAS;2021-01-22;2034;17047;114;19195;86924
PE;AMAZONAS;2021-01-23;2068;17055;128;19251;87166
PE;AMAZONAS;2021-01-24;2105;17059;130;19294;87314
PE;AMAZONAS;2021-01-25;2105;17059;130;19294;87330
PE;AMAZONAS;2021-01-26;2137;17065;135;19337;87481
PE;AMAZONAS;2021-01-27;2182;17084;147;19413;87701
PE;AMAZONAS;2021-01-28;2210;17100;151;19461;87959
PE;AMAZONAS;2021-01-29;2292;17115;162;19569;88238
PE;AMAZONAS;2021-01-30;2320;17133;192;19645;88503
PE;AMAZONAS;2021-01-31;2347;17150;204;19701;88739
PE;AMAZONAS;2021-02-01;2347;17150;207;19704;88785
PE;AMAZONAS;2021-02-02;2389;17159;222;19770;88986
PE;AMAZONAS;2021-02-03;2434;17184;251;19869;89196
PE;AMAZONAS;2021-02-04;2470;17195;266;19931;89775
PE;AMAZONAS;2021-02-05;2519;17207;276;20002;90036
PE;AMAZONAS;2021-02-06;2520;17211;298;20029;90223
PE;AMAZONAS;2021-02-07;2535;17227;304;20066;90369
PE;AMAZONAS;2021-02-08;2535;17228;307;20070;90384
PE;AMAZONAS;2021-02-09;2570;17231;318;20119;90559
PE;AMAZONAS;2021-02-10;2598;17245;355;20198;90836
PE;AMAZONAS;2021-02-11;2628;17267;418;20313;91478
PE;AMAZONAS;2021-02-12;2655;17281;451;20387;91901
PE;AMAZONAS;2021-02-13;2680;17282;484;20446;92238
PE;AMAZONAS;2021-02-14;2699;17303;504;20506;92558
PE;AMAZONAS;2021-02-15;2699;17304;518;20521;92693
PE;AMAZONAS;2021-02-16;2701;17307;550;20558;92887
PE;AMAZONAS;2021-02-17;2706;17313;574;20593;93219
PE;AMAZONAS;2021-02-18;2742;17320;587;20649;93504
PE;AMAZONAS;2021-02-19;2762;17328;624;20714;93786
PE;AMAZONAS;2021-02-20;2808;17332;650;20790;94072
PE;AMAZONAS;2021-02-21;2832;17343;670;20845;94301
PE;AMAZONAS;2021-02-22;2832;17347;679;20858;94340
PE;AMAZONAS;2021-02-23;2834;17349;701;20884;94531
PE;ANCASH;2020-03-15;1;;;1;
PE;ANCASH;2020-03-16;1;;;1;
PE;ANCASH;2020-03-17;1;;;1;
PE;ANCASH;2020-03-18;2;;;2;
PE;ANCASH;2020-03-19;4;;;4;
PE;ANCASH;2020-03-20;4;;;4;
PE;ANCASH;2020-03-21;4;;;4;
PE;ANCASH;2020-03-22;4;;;4;
PE;ANCASH;2020-03-23;4;;;4;
PE;ANCASH;2020-03-24;4;;;4;
PE;ANCASH;2020-03-25;5;;;5;
PE;ANCASH;2020-03-26;6;;;6;
PE;ANCASH;2020-03-27;6;;;6;
PE;ANCASH;2020-03-28;6;;;6;
PE;ANCASH;2020-03-29;6;;;6;
PE;ANCASH;2020-03-30;11;;;11;
PE;ANCASH;2020-03-31;11;;;11;
PE;ANCASH;2020-04-01;15;;;15;
PE;ANCASH;2020-04-02;15;;;15;
PE;ANCASH;2020-04-03;18;;;18;
PE;ANCASH;2020-04-04;18;;;18;
PE;ANCASH;2020-04-05;23;;;23;
PE;ANCASH;2020-04-06;27;;;27;
PE;ANCASH;2020-04-07;36;;;36;
PE;ANCASH;2020-04-08;48;2;;50;
PE;ANCASH;2020-04-09;54;3;;57;
PE;ANCASH;2020-04-10;61;6;;67;
PE;ANCASH;2020-04-11;73;14;;87;
PE;ANCASH;2020-04-12;81;21;;102;
PE;ANCASH;2020-04-13;83;27;;110;
PE;ANCASH;2020-04-14;85;39;;124;
PE;ANCASH;2020-04-15;101;43;;144;
PE;ANCASH;2020-04-16;114;57;;171;
PE;ANCASH;2020-04-17;122;67;;189;
PE;ANCASH;2020-04-18;134;83;;217;
PE;ANCASH;2020-04-19;141;110;;251;
PE;ANCASH;2020-04-20;156;119;;275;2517
PE;ANCASH;2020-04-21;158;176;;334;2680
PE;ANCASH;2020-04-22;169;179;;348;2808
PE;ANCASH;2020-04-23;173;179;;352;3550
PE;ANCASH;2020-04-24;182;179;;361;6066
PE;ANCASH;2020-04-25;182;282;;464;6250
PE;ANCASH;2020-04-26;197;309;;506;6300
PE;ANCASH;2020-04-27;204;343;;547;7003
PE;ANCASH;2020-04-28;209;389;;598;7534
PE;ANCASH;2020-04-29;218;412;;630;8574
PE;ANCASH;2020-04-30;221;472;;693;9295
PE;ANCASH;2020-05-01;224;598;;822;9832
PE;ANCASH;2020-05-02;233;674;;907;10363
PE;ANCASH;2020-05-03;244;749;;993;11349
PE;ANCASH;2020-05-04;250;764;;1014;11529
PE;ANCASH;2020-05-05;258;901;;1159;12098
PE;ANCASH;2020-05-06;266;990;;1256;12690
PE;ANCASH;2020-05-07;275;1032;;1307;13150
PE;ANCASH;2020-05-08;286;1104;;1390;13701
PE;ANCASH;2020-05-09;293;1179;;1472;14127
PE;ANCASH;2020-05-10;309;1198;;1507;14364
PE;ANCASH;2020-05-11;310;1211;;1521;14640
PE;ANCASH;2020-05-12;319;1234;;1553;15064
PE;ANCASH;2020-05-13;349;1271;;1620;15531
PE;ANCASH;2020-05-14;349;1349;;1698;15991
PE;ANCASH;2020-05-15;375;1404;;1779;16404
PE;ANCASH;2020-05-16;391;1580;;1971;17507
PE;ANCASH;2020-05-17;416;1679;;2095;18261
PE;ANCASH;2020-05-18;433;1720;;2153;18781
PE;ANCASH;2020-05-19;454;1772;;2226;19641
PE;ANCASH;2020-05-20;513;1841;;2354;20292
PE;ANCASH;2020-05-21;515;1951;;2466;21239
PE;ANCASH;2020-05-22;515;2042;;2557;21519
PE;ANCASH;2020-05-23;544;2178;;2722;22748
PE;ANCASH;2020-05-24;566;2266;;2832;23633
PE;ANCASH;2020-05-25;576;2266;;2842;24300
PE;ANCASH;2020-05-26;580;2669;;3249;25137
PE;ANCASH;2020-05-27;594;2726;;3320;26147
PE;ANCASH;2020-05-28;630;2825;;3455;26617
PE;ANCASH;2020-05-29;658;2825;;3483;27147
PE;ANCASH;2020-05-30;666;2849;;3515;29340
PE;ANCASH;2020-05-31;683;3537;;4220;30880
PE;ANCASH;2020-06-01;697;3747;;4444;31340
PE;ANCASH;2020-06-02;700;3944;;4644;32305
PE;ANCASH;2020-06-03;703;3968;;4671;32507
PE;ANCASH;2020-06-04;713;4335;;5048;33287
PE;ANCASH;2020-06-05;727;4499;;5226;33870
PE;ANCASH;2020-06-06;743;4547;;5290;34320
PE;ANCASH;2020-06-07;780;4606;;5386;34794
PE;ANCASH;2020-06-08;822;4621;;5443;34987
PE;ANCASH;2020-06-09;846;4736;;5582;35871
PE;ANCASH;2020-06-10;857;4879;;5736;36823
PE;ANCASH;2020-06-11;883;5002;;5885;37517
PE;ANCASH;2020-06-12;909;5091;;6000;38355
PE;ANCASH;2020-06-13;932;5223;;6155;38853
PE;ANCASH;2020-06-14;973;5321;;6294;39557
PE;ANCASH;2020-06-15;993;5417;;6410;39999
PE;ANCASH;2020-06-16;1008;5501;;6509;40554
PE;ANCASH;2020-06-17;1041;5608;;6649;41344
PE;ANCASH;2020-06-18;1063;5683;;6746;41985
PE;ANCASH;2020-06-19;1101;5776;;6877;42678
PE;ANCASH;2020-06-20;1113;5889;;7002;43456
PE;ANCASH;2020-06-21;1162;5971;;7133;44168
PE;ANCASH;2020-06-22;1194;6054;;7248;44594
PE;ANCASH;2020-06-23;1209;6138;;7347;45227
PE;ANCASH;2020-06-24;1251;6193;;7444;45900
PE;ANCASH;2020-06-25;1281;6272;;7553;46515
PE;ANCASH;2020-06-26;1296;6356;;7652;47026
PE;ANCASH;2020-06-27;1319;6433;;7752;47505
PE;ANCASH;2020-06-28;1319;6509;;7828;48159
PE;ANCASH;2020-06-29;1325;6549;;7874;48569
PE;ANCASH;2020-06-30;1372;6616;;7988;49359
PE;ANCASH;2020-07-01;1393;6737;;8130;50234
PE;ANCASH;2020-07-02;1440;6823;;8263;51037
PE;ANCASH;2020-07-03;1470;6913;;8383;51739
PE;ANCASH;2020-07-04;1503;7007;;8510;52556
PE;ANCASH;2020-07-05;1516;7136;;8652;53524
PE;ANCASH;2020-07-06;1530;7202;;8732;54147
PE;ANCASH;2020-07-07;1582;7336;;8918;55102
PE;ANCASH;2020-07-08;1685;7386;;9071;55872
PE;ANCASH;2020-07-09;1715;7470;;9185;56432
PE;ANCASH;2020-07-10;1721;7565;;9286;56918
PE;ANCASH;2020-07-11;1728;7662;;9390;57594
PE;ANCASH;2020-07-12;1800;7754;;9554;58514
PE;ANCASH;2020-07-13;1861;7831;;9692;59223
PE;ANCASH;2020-07-14;1880;7901;;9781;59631
PE;ANCASH;2020-07-15;1962;7964;;9926;60240
PE;ANCASH;2020-07-16;1984;8033;;10017;60706
PE;ANCASH;2020-07-17;2024;8101;;10125;61195
PE;ANCASH;2020-07-18;2046;8166;;10212;61594
PE;ANCASH;2020-07-19;2089;8220;;10309;62113
PE;ANCASH;2020-07-20;2130;8281;;10411;62673
PE;ANCASH;2020-07-21;2183;8346;;10529;63463
PE;ANCASH;2020-07-22;2189;8420;;10609;64039
PE;ANCASH;2020-07-23;2205;8524;;10729;64763
PE;ANCASH;2020-07-24;2272;8630;;10902;65633
PE;ANCASH;2020-07-25;2272;8630;;10902;65633
PE;ANCASH;2020-07-26;2321;8855;;11176;66944
PE;ANCASH;2020-07-27;2321;9011;;11332;67631
PE;ANCASH;2020-07-28;2394;9142;;11536;68326
PE;ANCASH;2020-07-29;2410;9260;;11670;68879
PE;ANCASH;2020-07-30;2462;9334;;11796;69475
PE;ANCASH;2020-07-31;2466;9513;;11979;70202
PE;ANCASH;2020-08-01;2522;9712;;12234;71047
PE;ANCASH;2020-08-02;2543;9905;;12448;71891
PE;ANCASH;2020-08-03;2583;9982;;12565;72399
PE;ANCASH;2020-08-04;2598;10172;;12770;73051
PE;ANCASH;2020-08-05;2627;10386;;13013;74064
PE;ANCASH;2020-08-06;2640;10589;;13229;75019
PE;ANCASH;2020-08-07;2654;10799;;13453;75897
PE;ANCASH;2020-08-08;2654;10980;;13634;76476
PE;ANCASH;2020-08-09;2716;11221;;13937;77451
PE;ANCASH;2020-08-10;2766;11302;;14068;77959
PE;ANCASH;2020-08-11;2770;11460;;14230;78582
PE;ANCASH;2020-08-12;2785;11688;;14473;79519
PE;ANCASH;2020-08-13;2823;11877;;14700;80324
PE;ANCASH;2020-08-14;2857;12012;;14869;81006
PE;ANCASH;2020-08-15;2891;12210;;15101;81810
PE;ANCASH;2020-08-16;2976;12351;;15327;82880
