COUNTRY;REGION;Fecha;cum_pos_pcr;cum_pos_zero;cum_pos_ag;cum_pos_total;cum_total_muestras
PE;LAMBAYEQUE;2020-06-09;1662;8438;;10100;39231
PE;LAMBAYEQUE;2020-06-10;1662;8624;;10286;39611
PE;LAMBAYEQUE;2020-06-11;1662;8870;;10532;40392
PE;LAMBAYEQUE;2020-06-12;1668;9123;;10791;41094
PE;LAMBAYEQUE;2020-06-13;1721;9338;;11059;41703
PE;LAMBAYEQUE;2020-06-14;1758;9518;;11276;42513
PE;LAMBAYEQUE;2020-06-15;1789;9605;;11394;42953
PE;LAMBAYEQUE;2020-06-16;1807;9769;;11576;43598
PE;LAMBAYEQUE;2020-06-17;1813;9886;;11699;44530
PE;LAMBAYEQUE;2020-06-18;1834;10049;;11883;45394
PE;LAMBAYEQUE;2020-06-19;1836;10233;;12069;46269
PE;LAMBAYEQUE;2020-06-20;1836;10339;;12175;46987
PE;LAMBAYEQUE;2020-06-21;1845;10470;;12315;47664
PE;LAMBAYEQUE;2020-06-22;1853;10567;;12420;48165
PE;LAMBAYEQUE;2020-06-23;1866;10686;;12552;48802
PE;LAMBAYEQUE;2020-06-24;1867;10842;;12709;49622
PE;LAMBAYEQUE;2020-06-25;1877;11015;;12892;50531
PE;LAMBAYEQUE;2020-06-26;1889;11209;;13098;51262
PE;LAMBAYEQUE;2020-06-27;1896;11363;;13259;52041
PE;LAMBAYEQUE;2020-06-28;1898;11577;;13475;52861
PE;LAMBAYEQUE;2020-06-29;1899;11673;;13572;53619
PE;LAMBAYEQUE;2020-06-30;1899;11758;;13657;54178
PE;LAMBAYEQUE;2020-07-01;1899;11880;;13779;55016
PE;LAMBAYEQUE;2020-07-02;1899;12005;;13904;55912
PE;LAMBAYEQUE;2020-07-03;1899;12112;;14011;56441
PE;LAMBAYEQUE;2020-07-04;1921;12216;;14137;57534
PE;LAMBAYEQUE;2020-07-05;1923;12336;;14259;58497
PE;LAMBAYEQUE;2020-07-06;1925;12430;;14355;59188
PE;LAMBAYEQUE;2020-07-07;1930;12524;;14454;59812
PE;LAMBAYEQUE;2020-07-08;1932;12629;;14561;60669
PE;LAMBAYEQUE;2020-07-09;1934;12808;;14742;61494
PE;LAMBAYEQUE;2020-07-10;1934;12884;;14818;62025
PE;LAMBAYEQUE;2020-07-11;1938;12974;;14912;62806
PE;LAMBAYEQUE;2020-07-12;1941;13116;;15057;63613
PE;LAMBAYEQUE;2020-07-13;1941;13188;;15129;63933
PE;LAMBAYEQUE;2020-07-14;1946;13204;;15150;64461
PE;LAMBAYEQUE;2020-07-15;1947;13361;;15308;65118
PE;LAMBAYEQUE;2020-07-16;1952;13443;;15395;65630
PE;LAMBAYEQUE;2020-07-17;1968;13527;;15495;66291
PE;LAMBAYEQUE;2020-07-18;1968;13613;;15581;66720
PE;LAMBAYEQUE;2020-07-19;1969;13784;;15753;67468
PE;LAMBAYEQUE;2020-07-20;1969;13854;;15823;67823
PE;LAMBAYEQUE;2020-07-21;1969;13953;;15922;68488
PE;LAMBAYEQUE;2020-07-22;1983;14040;;16023;69157
PE;LAMBAYEQUE;2020-07-23;1995;14127;;16122;69938
PE;LAMBAYEQUE;2020-07-24;2008;14248;;16256;70738
PE;LAMBAYEQUE;2020-07-25;2008;14248;;16256;70738
PE;LAMBAYEQUE;2020-07-26;2034;14466;;16500;71892
PE;LAMBAYEQUE;2020-07-27;2036;14568;;16604;72305
PE;LAMBAYEQUE;2020-07-28;2064;14751;;16815;72921
PE;LAMBAYEQUE;2020-07-29;2064;14890;;16954;73524
PE;LAMBAYEQUE;2020-07-30;2064;15047;;17111;74029
PE;LAMBAYEQUE;2020-07-31;2071;15214;;17285;74715
PE;LAMBAYEQUE;2020-08-01;2071;15369;;17440;75325
PE;LAMBAYEQUE;2020-08-02;2075;15509;;17584;75813
PE;LAMBAYEQUE;2020-08-03;2084;15594;;17678;76199
PE;LAMBAYEQUE;2020-08-04;2084;15717;;17801;76569
PE;LAMBAYEQUE;2020-08-05;2086;15891;;17977;77071
PE;LAMBAYEQUE;2020-08-06;2106;16079;;18185;77703
PE;LAMBAYEQUE;2020-08-07;2108;16233;;18341;78188
PE;LAMBAYEQUE;2020-08-08;2108;16441;;18549;78768
PE;LAMBAYEQUE;2020-08-09;2108;16667;;18775;79461
PE;LAMBAYEQUE;2020-08-10;2108;16767;;18875;79749
PE;LAMBAYEQUE;2020-08-11;2108;16876;;18984;80133
PE;LAMBAYEQUE;2020-08-12;2108;17057;;19165;80650
PE;LAMBAYEQUE;2020-08-13;2108;17261;;19369;81300
PE;LAMBAYEQUE;2020-08-14;2108;17450;;19558;81853
PE;LAMBAYEQUE;2020-08-15;2108;17625;;19733;82479
PE;LAMBAYEQUE;2020-08-16;2108;17776;;19884;83143
PE;LAMBAYEQUE;2020-08-17;2108;17872;;19980;83575
PE;LAMBAYEQUE;2020-08-18;2117;17984;;20101;83977
PE;LAMBAYEQUE;2020-08-19;2117;18133;;20250;84466
PE;LAMBAYEQUE;2020-08-20;2117;18316;;20433;85108
PE;LAMBAYEQUE;2020-08-21;2280;18469;;20749;86137
PE;LAMBAYEQUE;2020-08-22;2307;18625;;20932;86851
PE;LAMBAYEQUE;2020-08-23;2312;18783;;21095;87518
PE;LAMBAYEQUE;2020-08-24;2323;18881;;21204;88039
PE;LAMBAYEQUE;2020-08-25;2326;18984;;21310;88487
PE;LAMBAYEQUE;2020-08-26;2336;19084;;21420;88958
PE;LAMBAYEQUE;2020-08-27;2336;19311;;21647;89931
PE;LAMBAYEQUE;2020-08-28;2339;19446;;21785;90503
PE;LAMBAYEQUE;2020-08-29;2353;19607;;21960;91068
PE;LAMBAYEQUE;2020-08-30;2363;19779;;22142;91809
PE;LAMBAYEQUE;2020-08-31;2377;19876;;22253;92277
PE;LAMBAYEQUE;2020-09-01;2379;19952;;22331;92515
PE;LAMBAYEQUE;2020-09-02;2384;20050;;22434;92946
PE;LAMBAYEQUE;2020-09-03;2401;20194;;22595;93562
PE;LAMBAYEQUE;2020-09-04;2411;20287;;22698;94223
PE;LAMBAYEQUE;2020-09-05;2430;20433;;22863;94828
PE;LAMBAYEQUE;2020-09-06;2450;20578;;23028;95361
PE;LAMBAYEQUE;2020-09-07;2451;20610;;23061;95469
PE;LAMBAYEQUE;2020-09-08;2469;20669;;23138;95721
PE;LAMBAYEQUE;2020-09-09;2474;20811;;23285;96358
PE;LAMBAYEQUE;2020-09-10;2479;20916;;23395;96808
PE;LAMBAYEQUE;2020-09-11;2484;21086;;23570;97444
PE;LAMBAYEQUE;2020-09-12;2493;21176;;23669;97883
PE;LAMBAYEQUE;2020-09-13;2505;21373;;23878;98538
PE;LAMBAYEQUE;2020-09-14;2505;21515;;24020;99042
PE;LAMBAYEQUE;2020-09-15;2505;21580;;24085;99253
PE;LAMBAYEQUE;2020-09-16;2515;21773;;24288;99811
PE;LAMBAYEQUE;2020-09-17;2515;21930;;24445;100390
PE;LAMBAYEQUE;2020-09-18;2520;22191;;24711;101069
PE;LAMBAYEQUE;2020-09-19;2538;22324;;24862;101682
PE;LAMBAYEQUE;2020-09-20;2552;22450;;25002;102367
PE;LAMBAYEQUE;2020-09-21;2552;22450;;25002;102367
PE;LAMBAYEQUE;2020-09-22;2566;22663;;25229;103120
PE;LAMBAYEQUE;2020-09-23;2585;22758;;25343;103663
PE;LAMBAYEQUE;2020-09-24;2600;22948;;25548;104408
PE;LAMBAYEQUE;2020-09-25;2600;23141;;25741;105104
PE;LAMBAYEQUE;2020-09-26;2626;23271;;25897;105728
PE;LAMBAYEQUE;2020-09-27;2635;23425;;26060;106259
PE;LAMBAYEQUE;2020-09-28;2635;23554;;26189;106637
PE;LAMBAYEQUE;2020-09-29;2648;23590;;26238;106906
PE;LAMBAYEQUE;2020-09-30;2648;23643;;26291;107110
PE;LAMBAYEQUE;2020-10-01;2661;23718;;26379;107398
PE;LAMBAYEQUE;2020-10-02;2670;23785;;26455;107718
PE;LAMBAYEQUE;2020-10-03;2678;23845;;26523;107950
PE;LAMBAYEQUE;2020-10-04;2686;23905;;26591;108182
PE;LAMBAYEQUE;2020-10-05;2686;23922;;26608;108222
PE;LAMBAYEQUE;2020-10-06;2705;23969;;26674;108453
PE;LAMBAYEQUE;2020-10-07;2705;24003;;26708;108554
PE;LAMBAYEQUE;2020-10-08;2744;24039;;26783;108777
PE;LAMBAYEQUE;2020-10-09;2745;24106;;26851;109036
PE;LAMBAYEQUE;2020-10-10;2757;24138;;26895;109321
PE;LAMBAYEQUE;2020-10-11;2764;24205;;26969;109824
PE;LAMBAYEQUE;2020-10-12;2781;24247;;27028;110195
PE;LAMBAYEQUE;2020-10-13;2781;24299;;27080;110432
PE;LAMBAYEQUE;2020-10-14;2819;24385;;27204;110743
PE;LAMBAYEQUE;2020-10-15;2819;24458;;27277;111117
PE;LAMBAYEQUE;2020-10-16;2834;24514;;27348;111485
PE;LAMBAYEQUE;2020-10-17;2888;24607;;27495;112132
PE;LAMBAYEQUE;2020-10-18;2942;24711;;27653;113009
PE;LAMBAYEQUE;2020-10-19;2954;24789;;27743;113731
PE;LAMBAYEQUE;2020-10-20;2990;24830;;27820;114419
PE;LAMBAYEQUE;2020-10-21;2990;24889;;27879;114818
PE;LAMBAYEQUE;2020-10-22;3039;24978;;28017;115329
PE;LAMBAYEQUE;2020-10-23;3050;25070;;28120;115931
PE;LAMBAYEQUE;2020-10-24;3085;25149;;28234;116478
PE;LAMBAYEQUE;2020-10-25;3109;25212;;28321;116946
PE;LAMBAYEQUE;2020-10-26;3109;25294;;28403;117309
PE;LAMBAYEQUE;2020-10-27;3109;25328;;28437;117602
PE;LAMBAYEQUE;2020-10-28;3120;25390;;28510;118033
PE;LAMBAYEQUE;2020-10-29;3145;25433;;28578;118505
PE;LAMBAYEQUE;2020-10-30;3173;25489;;28662;118861
PE;LAMBAYEQUE;2020-10-31;3213;25515;;28728;119491
PE;LAMBAYEQUE;2020-11-01;3 213;25 555;;28768;119780
PE;LAMBAYEQUE;2020-11-02;3213;25572;;28785;119909
PE;LAMBAYEQUE;2020-11-03;3220;25598;;28818;120244
PE;LAMBAYEQUE;2020-11-04;3278;25651;;28929;120643
PE;LAMBAYEQUE;2020-11-05;3302;25707;;29009;120917
PE;LAMBAYEQUE;2020-11-06;3337;25742;;29079;121216
PE;LAMBAYEQUE;2020-11-07;3354;25803;;29157;121729
PE;LAMBAYEQUE;2020-11-08;3380;25903;;29283;122119
PE;LAMBAYEQUE;2020-11-09;3380;25925;;29305;122243
PE;LAMBAYEQUE;2020-11-10;3380;25961;;29341;122431
PE;LAMBAYEQUE;2020-11-11;3401;26014;;29415;122779
PE;LAMBAYEQUE;2020-11-12;3425;26059;;29484;123017
PE;LAMBAYEQUE;2020-11-13;3498;26136;;29634;123456
PE;LAMBAYEQUE;2020-11-14;3547;26160;;29707;123964
PE;LAMBAYEQUE;2020-11-15;3582;26229;;29811;124234
PE;LAMBAYEQUE;2020-11-16;3582;26245;;29827;124318
PE;LAMBAYEQUE;2020-11-17;3582;26273;;29855;124525
PE;LAMBAYEQUE;2020-11-18;3614;26333;;29947;124845
PE;LAMBAYEQUE;2020-11-19;3646;26393;;30039;125165
PE;LAMBAYEQUE;2020-11-20;3695;26470;;30165;125834
PE;LAMBAYEQUE;2020-11-21;3748;26520;;30268;126360
PE;LAMBAYEQUE;2020-11-22;3778;26541;;30319;126551
PE;LAMBAYEQUE;2020-11-23;3778;26559;;30337;126642
PE;LAMBAYEQUE;2020-11-24;3793;26588;;30381;126926
PE;LAMBAYEQUE;2020-11-25;3817;26627;;30444;127351
PE;LAMBAYEQUE;2020-11-26;3840;26665;;30505;127775
PE;LAMBAYEQUE;2020-11-27;3873;26695;;30568;128083
PE;LAMBAYEQUE;2020-11-28;3915;26770;;30685;128699
PE;LAMBAYEQUE;2020-11-29;3925;26979;;30904;131180
PE;LAMBAYEQUE;2020-11-30;3925;26999;;30924;131299
PE;LAMBAYEQUE;2020-12-01;3925;27041;;30966;131733
PE;LAMBAYEQUE;2020-12-02;3940;27087;;31027;132206
PE;LAMBAYEQUE;2020-12-03;3960;27192;;31152;133939
PE;LAMBAYEQUE;2020-12-04;3984;27261;;31245;135045
PE;LAMBAYEQUE;2020-12-05;4007;27341;;31348;136763
PE;LAMBAYEQUE;2020-12-06;4087;27369;;31456;137504
PE;LAMBAYEQUE;2020-12-07;4114;27406;;31520;138160
PE;LAMBAYEQUE;2020-12-08;4114;27448;;31562;138971
PE;LAMBAYEQUE;2020-12-09;4116;27476;;31592;139515
PE;LAMBAYEQUE;2020-12-10;4206;27506;;31712;140004
PE;LAMBAYEQUE;2020-12-11;4254;27562;;31816;140595
PE;LAMBAYEQUE;2020-12-12;4296;27889;;32185;142611
PE;LAMBAYEQUE;2020-12-13;4341;27958;;32299;143345
PE;LAMBAYEQUE;2020-12-14;4348;27970;;32318;143501
PE;LAMBAYEQUE;2020-12-15;4348;28033;;32381;144068
PE;LAMBAYEQUE;2020-12-16;4360;28049;;32409;144553
PE;LAMBAYEQUE;2020-12-17;4402;28165;;32567;145384
PE;LAMBAYEQUE;2020-12-18;4445;28278;;32723;147830
PE;LAMBAYEQUE;2020-12-19;4454;28429;;32883;149178
PE;LAMBAYEQUE;2020-12-20;4497;28449;;32946;149597
PE;LAMBAYEQUE;2020-12-21;4521;28476;;32997;149738
PE;LAMBAYEQUE;2020-12-22;4521;28496;;33017;150026
PE;LAMBAYEQUE;2020-12-23;4541;28526;;33067;150900
PE;LAMBAYEQUE;2020-12-24;4554;28532;;33086;151385
PE;LAMBAYEQUE;2020-12-25;4607;28542;;33149;151708
PE;LAMBAYEQUE;2020-12-26;4607;28544;;33151;151738
PE;LAMBAYEQUE;2020-12-27;4626;28564;;33190;151911
PE;LAMBAYEQUE;2020-12-28;4662;28581;;33243;152001
PE;LAMBAYEQUE;2020-12-29;4665;28602;;33267;152294
PE;LAMBAYEQUE;2020-12-30;4713;28633;;33346;152920
PE;LAMBAYEQUE;2020-12-31;4737;28654;;33391;153544
PE;LAMBAYEQUE;2021-01-01;4785;28664;;33449;154080
PE;LAMBAYEQUE;2021-01-02;4785;28666;;33451;154102
PE;LAMBAYEQUE;2021-01-03;4785;28666;;33451;154265
PE;LAMBAYEQUE;2021-01-04;4822;28671;;33493;154523
PE;LAMBAYEQUE;2021-01-05;4823;28677;;33500;154745
PE;LAMBAYEQUE;2021-01-06;4860;28696;0;33556;155210
PE;LAMBAYEQUE;2021-01-07;4903;28700;0;33603;155302
PE;LAMBAYEQUE;2021-01-08;4950;28723;0;33673;155396
PE;LAMBAYEQUE;2021-01-09;5005;28730;0;33735;155647
PE;LAMBAYEQUE;2021-01-10;5070;28740;0;33810;155734
PE;LAMBAYEQUE;2021-01-11;5121;28742;0;33863;156004
PE;LAMBAYEQUE;2021-01-12;5123;28759;0;33882;156039
PE;LAMBAYEQUE;2021-01-13;5147;28770;57;33974;156298
PE;LAMBAYEQUE;2021-01-14;5194;28802;64;34060;156775
PE;LAMBAYEQUE;2021-01-15;5259;28816;135;34210;157645
PE;LAMBAYEQUE;2021-01-16;5338;28836;143;34317;158324
PE;LAMBAYEQUE;2021-01-17;5429;28938;149;34516;159179
PE;LAMBAYEQUE;2021-01-18;5429;28973;154;34556;159313
PE;LAMBAYEQUE;2021-01-19;5429;28987;162;34578;159808
PE;LAMBAYEQUE;2021-01-20;5444;29038;163;34645;160419
PE;LAMBAYEQUE;2021-01-21;5471;29082;177;34730;161034
PE;LAMBAYEQUE;2021-01-22;5521;29129;186;34836;161900
PE;LAMBAYEQUE;2021-01-23;5536;29154;190;34880;162403
PE;LAMBAYEQUE;2021-01-24;5628;29185;198;35011;162980
PE;LAMBAYEQUE;2021-01-25;5671;29199;200;35070;163186
PE;LAMBAYEQUE;2021-01-26;5743;29225;202;35170;163537
PE;LAMBAYEQUE;2021-01-27;5793;29282;211;35286;163950
PE;LAMBAYEQUE;2021-01-28;5832;29319;222;35373;164599
PE;LAMBAYEQUE;2021-01-29;5873;29343;228;35444;165171
PE;LAMBAYEQUE;2021-01-30;5952;29357;234;35543;165951
PE;LAMBAYEQUE;2021-01-31;6000;29400;239;35639;166657
PE;LAMBAYEQUE;2021-02-01;6021;29404;241;35666;166955
PE;LAMBAYEQUE;2021-02-02;6035;29421;246;35702;167271
PE;LAMBAYEQUE;2021-02-03;6094;29481;258;35833;167917
PE;LAMBAYEQUE;2021-02-04;6108;29551;275;35934;168741
PE;LAMBAYEQUE;2021-02-05;6124;29634;291;36049;169411
PE;LAMBAYEQUE;2021-02-06;6238;29662;302;36202;170224
PE;LAMBAYEQUE;2021-02-07;6312;29721;307;36340;170844
PE;LAMBAYEQUE;2021-02-08;6334;29782;312;36428;171575
PE;LAMBAYEQUE;2021-02-09;6468;29840;318;36626;172400
PE;LAMBAYEQUE;2021-02-10;6568;29856;325;36749;172979
PE;LAMBAYEQUE;2021-02-11;6650;29936;355;36941;174040
PE;LAMBAYEQUE;2021-02-12;6669;29962;371;37002;174727
PE;LAMBAYEQUE;2021-02-13;6715;29966;380;37061;175685
PE;LAMBAYEQUE;2021-02-14;6730;30043;384;37157;176450
PE;LAMBAYEQUE;2021-02-15;6730;30060;391;37181;176746
PE;LAMBAYEQUE;2021-02-16;6732;30093;410;37235;177251
PE;LAMBAYEQUE;2021-02-17;6767;30095;426;37288;177890
PE;LAMBAYEQUE;2021-02-18;6772;30186;437;37395;178727
PE;LAMBAYEQUE;2021-02-19;6816;30219;460;37495;179289
PE;LAMBAYEQUE;2021-02-20;6843;30243;483;37569;179965
PE;LAMBAYEQUE;2021-02-21;6911;30309;510;37730;180743
PE;LAMBAYEQUE;2021-02-22;6913;30314;517;37744;181086
PE;LAMBAYEQUE;2021-02-23;6919;30339;533;37791;181811
PE;LIMA;2020-03-06;1;;;1;
PE;LIMA;2020-03-07;6;;;6;
PE;LIMA;2020-03-08;7;;;7;
PE;LIMA;2020-03-09;9;;;9;
PE;LIMA;2020-03-10;11;;;11;
PE;LIMA;2020-03-11;17;;;17;
PE;LIMA;2020-03-12;22;;;22;
PE;LIMA;2020-03-13;32;;;32;
PE;LIMA;2020-03-14;37;;;37;
PE;LIMA;2020-03-15;58;;;58;
PE;LIMA;2020-03-16;70;;;70;
PE;LIMA;2020-03-17;96;;;96;
PE;LIMA;2020-03-18;111;;;111;
PE;LIMA;2020-03-19;193;;;193;
PE;LIMA;2020-03-20;212;;;212;
PE;LIMA;2020-03-21;241;;;241;
PE;LIMA;2020-03-22;278;;;278;
PE;LIMA;2020-03-23;307;;;307;
PE;LIMA;2020-03-24;322;;;322;
PE;LIMA;2020-03-25;369;;;369;
PE;LIMA;2020-03-26;453;;;453;
PE;LIMA;2020-03-27;494;;;494;
PE;LIMA;2020-03-28;518;;;518;
PE;LIMA;2020-03-29;639;;;639;
PE;LIMA;2020-03-30;718;;;718;
PE;LIMA;2020-03-31;799;;;799;
PE;LIMA;2020-04-01;990;;;990;
PE;LIMA;2020-04-02;1059;;;1059;
PE;LIMA;2020-04-03;1179;;;1179;
PE;LIMA;2020-04-04;1257;;;1257;
PE;LIMA;2020-04-05;1639;;;1639;
PE;LIMA;2020-04-06;1837;;;1837;
PE;LIMA;2020-04-07;2100;;;2100;
PE;LIMA;2020-04-08;2481;535;;3016;
PE;LIMA;2020-04-09;2822;882;;3704;
PE;LIMA;2020-04-10;3148;1062;;4210;
PE;LIMA;2020-04-11;3688;1245;;4933;
PE;LIMA;2020-04-12;3921;1535;;5456;
PE;LIMA;2020-04-13;4200;2865;;7065;
PE;LIMA;2020-04-14;4465;3011;;7476;
PE;LIMA;2020-04-15;4826;3586;;8412;
PE;LIMA;2020-04-16;5050;4057;;9107;
PE;LIMA;2020-04-17;5390;4403;;9793;
PE;LIMA;2020-04-18;5512;4722;;10234;
PE;LIMA;2020-04-19;5767;5110;;10877;
PE;LIMA;2020-04-20;6253;5044;;11297;112524
PE;LIMA;2020-04-21;6630;5626;;12256;117993
PE;LIMA;2020-04-22;7139;6075;;13214;129147
PE;LIMA;2020-04-23;7768;6532;;14300;131061
PE;LIMA;2020-04-24;8235;6579;;14814;134180
PE;LIMA;2020-04-25;8600;7967;;16567;137304
PE;LIMA;2020-04-26;9067;8817;;17884;140307
PE;LIMA;2020-04-27;9393;9178;;18571;146810
PE;LIMA;2020-04-28;9762;10286;;20048;159806
PE;LIMA;2020-04-29;10109;11745;;21854;176799
PE;LIMA;2020-04-30;10401;13160;;23561;187970
PE;LIMA;2020-05-01;10748;14970;;25718;200938
PE;LIMA;2020-05-02;11204;15704;;26908;207158
PE;LIMA;2020-05-03;11580;17410;;28990;210865
PE;LIMA;2020-05-04;12001;17841;;29842;213745
PE;LIMA;2020-05-05;12294;20045;;32339;224601
PE;LIMA;2020-05-06;12935;22364;;35299;237155
PE;LIMA;2020-05-07;13639;23967;;37606;245989
PE;LIMA;2020-05-08;14224;25613;;39837;261231
PE;LIMA;2020-05-09;14608;27236;;41844;269041
PE;LIMA;2020-05-10;14884;28400;;43284;274422
PE;LIMA;2020-05-11;15466;28867;;44333;278878
PE;LIMA;2020-05-12;16020;30487;;46507;288302
PE;LIMA;2020-05-13;16853;32752;;49605;299825
PE;LIMA;2020-05-14;17502;35043;;52545;329489
PE;LIMA;2020-05-15;17837;37064;;54901;338379
PE;LIMA;2020-05-16;18469;39004;;57473;351111
PE;LIMA;2020-05-17;18938;40774;;59712;361682
PE;LIMA;2020-05-18;19463;41734;;61197;366840
PE;LIMA;2020-05-19;19963;44315;;64278;374183
PE;LIMA;2020-05-20;20499;46561;;67060;395239
PE;LIMA;2020-05-21;20922;49233;;70155;402845
PE;LIMA;2020-05-22;21200;50519;;71719;410632
PE;LIMA;2020-05-23;21396;52641;;74037;428632
PE;LIMA;2020-05-24;22092;53624;;75716;440144
PE;LIMA;2020-05-25;22701;54785;;77486;449680
PE;LIMA;2020-05-26;23131;57751;;80882;466922
PE;LIMA;2020-05-27;23761;61233;;84994;479086
PE;LIMA;2020-05-28;24418;63060;;87478;489201
PE;LIMA;2020-05-29;25134;66923;;92057;505710
PE;LIMA;2020-05-30;25753;70830;;96583;529499
PE;LIMA;2020-05-31;26434;74092;;100526;551169
PE;LIMA;2020-06-01;27016;76004;;103020;559740
PE;LIMA;2020-06-02;27314;78764;;106078;568401
PE;LIMA;2020-06-03;27612;79711;;107323;576234
PE;LIMA;2020-06-04;28299;80381;;108680;584953
PE;LIMA;2020-06-05;28765;81396;;110161;594439
PE;LIMA;2020-06-06;29880;83094;;112974;603160
PE;LIMA;2020-06-07;31094;85065;;116159;612282
PE;LIMA;2020-06-08;32126;85910;;118036;618046
PE;LIMA;2020-06-09;32688;87495;;120183;629085
PE;LIMA;2020-06-10;33569;89314;;122883;643508
PE;LIMA;2020-06-11;34052;91588;;125640;655001
PE;LIMA;2020-06-12;34724;93976;;128700;667736
PE;LIMA;2020-06-13;35527;94338;;129865;679477
PE;LIMA;2020-06-14;36263;95923;;132186;689701
PE;LIMA;2020-06-15;36900;97108;;134008;698007
PE;LIMA;2020-06-16;37720;98744;;136464;708538
PE;LIMA;2020-06-17;38530;99673;;138203;717050
PE;LIMA;2020-06-18;39303;100566;;139869;726175
PE;LIMA;2020-06-19;39801;101711;;141512;735723
PE;LIMA;2020-06-20;40122;102895;;143017;745103
PE;LIMA;2020-06-21;41052;103571;;144623;754419
PE;LIMA;2020-06-22;41356;104110;;145466;759669
PE;LIMA;2020-06-23;42213;105159;;147372;770013
PE;LIMA;2020-06-24;43371;106006;;149377;780191
PE;LIMA;2020-06-25;44439;106786;;151225;790499
PE;LIMA;2020-06-26;45552;107516;;153068;800047
PE;LIMA;2020-06-27;46363;108350;;154713;809630
PE;LIMA;2020-06-28;47010;109162;;156172;817057
PE;LIMA;2020-06-29;47286;109764;;157050;823683
PE;LIMA;2020-06-30;47866;110323;;158189;831803
PE;LIMA;2020-07-01;48371;111032;;159403;839260
PE;LIMA;2020-07-02;48965;111936;;160901;847833
PE;LIMA;2020-07-03;49522;112689;;162211;856962
PE;LIMA;2020-07-04;50027;113797;;163824;865612
PE;LIMA METROPOLITANA;2020-07-05;49764;106194;;155958;843300
PE;LIMA METROPOLITANA;2020-07-06;48146;109012;;157158;848134
PE;LIMA METROPOLITANA;2020-07-07;48989;109772;;158761;855749
PE;LIMA METROPOLITANA;2020-07-08;49908;110064;;159972;862458
PE;LIMA METROPOLITANA;2020-07-09;50357;110863;;161220;868949
PE;LIMA METROPOLITANA;2020-07-10;50996;111223;;162219;876379
PE;LIMA METROPOLITANA;2020-07-11;51482;111812;;163294;882988
PE;LIMA METROPOLITANA;2020-07-12;52057;112169;;164226;888419
PE;LIMA METROPOLITANA;2020-07-13;52822;112789;;165611;894625
PE;LIMA METROPOLITANA;2020-07-14;53734;113837;;167571;904787
PE;LIMA METROPOLITANA;2020-07-15;54746;114271;;169017;913556
PE;LIMA METROPOLITANA;2020-07-16;56020;114773;;170793;920797
PE;LIMA METROPOLITANA;2020-07-17;57491;115297;;172788;930488
PE;LIMA METROPOLITANA;2020-07-18;58504;116066;;174570;939186
PE;LIMA METROPOLITANA;2020-07-19;59367;116854;;176221;947150
PE;LIMA METROPOLITANA;2020-07-20;60075;117617;;177692;953442
PE;LIMA METROPOLITANA;2020-07-21;60957;118603;;179560;962581
PE;LIMA METROPOLITANA;2020-07-22;61765;119656;;181421;972141
PE;LIMA METROPOLITANA;2020-07-23;62819;120656;;183475;981957
PE;LIMA METROPOLITANA;2020-07-24;63765;121391;;185156;989346
PE;LIMA METROPOLITANA;2020-07-25;63765;121391;;185156;989346
PE;LIMA METROPOLITANA;2020-07-26;65822;122594;;188416;1010472
PE;LIMA METROPOLITANA;2020-07-27;66635;123787;;190422;1018781
PE;LIMA METROPOLITANA;2020-07-28;67414;125334;;192748;1027674
PE;LIMA METROPOLITANA;2020-07-29;68025;126154;;194179;1035216
PE;LIMA METROPOLITANA;2020-07-30;68773;127703;;196476;1045230
PE;LIMA METROPOLITANA;2020-07-31;69596;129798;;199394;1059211
PE;LIMA METROPOLITANA;2020-08-01;70340;131867;;202207;1071303
PE;LIMA METROPOLITANA;2020-08-02;71434;133372;;204806;1083742
PE;LIMA METROPOLITANA;2020-08-03;72293;134266;;206559;1090083
PE;LIMA METROPOLITANA;2020-08-04;73070;136269;;209339;1099836
PE;LIMA METROPOLITANA;2020-08-05;74150;138062;;212212;1110596
PE;LIMA METROPOLITANA;2020-08-06;75066;139992;;215058;1120796
PE;LIMA METROPOLITANA;2020-08-07;76142;141824;;217966;1132536
PE;LIMA METROPOLITANA;2020-08-08;76555;143647;;220202;1142248
PE;LIMA METROPOLITANA;2020-08-09;77440;145400;;222840;1153364
PE;LIMA METROPOLITANA;2020-08-10;78277;146559;;224836;1160384
PE;LIMA METROPOLITANA;2020-08-11;78904;148366;;227270;1169466
PE;LIMA METROPOLITANA;2020-08-12;80220;150399;;230619;1182766
PE;LIMA METROPOLITANA;2020-08-13;81798;152385;;234183;1197026
PE;LIMA METROPOLITANA;2020-08-14;83293;153919;;237212;1208210
PE;LIMA METROPOLITANA;2020-08-15;84862;155673;;240535;1221180
PE;LIMA METROPOLITANA;2020-08-16;87010;157677;;244687;1236501
PE;LIMA METROPOLITANA;2020-08-17;88265;158754;;247019;1245474
PE;LIMA METROPOLITANA;2020-08-18;89639;160553;;250192;1257570
PE;LIMA METROPOLITANA;2020-08-19;91295;162497;;253792;1271892
PE;LIMA METROPOLITANA;2020-08-20;92700;164269;;256969;1284687
PE;LIMA METROPOLITANA;2020-08-21;94000;165925;;259925;1297147
PE;LIMA METROPOLITANA;2020-08-22;95153;167705;;262858;1310329
PE;LIMA METROPOLITANA;2020-08-23;96212;169642;;265854;1323739
PE;LIMA METROPOLITANA;2020-08-24;97091;170906;;267997;1332587
